id;name;path;url;createdOn;environmentsCount;environments;;;;;;;;;;;;;;;;;;;
1255;ws-subbodegascentral-13503-cd;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1255;2024-06-21T20:45:21.83Z;3;Desarrollo/Tester/Texcoco;;;;;;;;;;;;;;;;;;;
1256;sie038-consultarealizacioninventario-Springboot-Java17-CD;\Legacy;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1256;2024-06-21T20:45:54.587Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1257;sie060-servicioimpresion-Springboot-Java17-CD;\Legacy;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1257;2024-06-21T20:48:43.753Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1258;legacy-order-Springboot-Java17-CD - Copy;\Legacy;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1258;2024-06-21T20:51:44.303Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1259;wstms004-timbradossat-php-cd;\Legacy;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1259;2024-06-21T21:06:53.593Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1260;wstms000enlaces-php8-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1260;2024-06-21T22:27:16.223Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1262;sie051-asignaciongruposubgrupocaracteristicascedis-php8-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1262;2024-06-21T23:07:08.473Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1263;sie009-consultapolizascedis-php8-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1263;2024-06-21T23:28:21.417Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1264;sie010-consultapolizascentro-php8-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1264;2024-06-21T23:32:06.2Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1265;sie056-asignarempleadocedisregional-php8-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1265;2024-06-21T23:36:30.023Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1267;pda021-capturadepretraspaso-php8-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1267;2024-06-24T14:20:44.223Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1268;sie026-pasardisponiblesubbodega-php8-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1268;2024-06-24T14:27:17.46Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1269;ct004-entradaindividualtec-php8-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1269;2024-06-24T14:32:26.413Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1271;ct011-reimpresionguiastraspasos-php8-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1271;2024-06-24T15:29:42.917Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1272;Baja_pc001-cierrerespaldodiario-php8-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1272;2024-06-24T16:12:22.513Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1273;pc009-actualizarguiacentral-php8-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1273;2024-06-24T16:28:14.527Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1275;pc007-transmitirfacturas-java17-Springboot-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1275;2024-06-24T21:18:13.047Z;30;Desarrollo/QA/Control Produccion/01-Culiacan/02-Leon/03-Laguna/04-Mexicali/05-Nogales/06-Monterrey/07-Guadalajara/08-Azcapozalco/09-Nuevo Laredo/10-Ciudad Juarez/11-Hermosillo/12-Puebla/13-VillaHermosa/14-La Paz/15-Iztapalapa/16-Izcalli/17-Cancun/18-Ixtapaluca/19-ImpMexicali/20-Los Mochis/21-Tecamac/22-Veracruz/24-Merida/25-Tlaquepaque(GDII)/27-Toluca/28-Guadalupe/Cedis Texcoco;;;;;;;;;;;;;;;;;;;
1278;web007-adminpuertosservicios-php-cd;\Legacy;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1278;2024-06-25T17:20:53.34Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1289;(old)web019-reporterotacionmercancia-php-cd;\Legacy;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1289;2024-06-25T19:02:21.527Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1290;web021-configmenucedisropa-php-cd;\Legacy;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1290;2024-06-25T19:27:11.4Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1312;wms-sys-statusinventory-springboot-java17-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1312;2024-06-25T23:49:54.087Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
1313;Baja_web026-administradorconsultas-php-cd;\Legacy;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1313;2024-06-26T01:50:07.363Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1314;web027-consultasdinamicas-php-cd;\Legacy;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1314;2024-06-26T02:02:39.42Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1315;web079-reporteinventariolocalidades-php-cd;\Legacy;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1315;2024-06-26T02:13:47.747Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1316;ws-cdc001contenedores-17010-java17-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1316;2024-06-26T02:30:47.223Z;3;Desarrollo/Tester/Texcoco;;;;;;;;;;;;;;;;;;;
1317;web083-configuraciondesubcuentas-php-cd;\Legacy;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1317;2024-06-26T02:43:57.307Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1318;sie024-edicioncancelacionmaster-php-cd;\Legacy;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1318;2024-06-26T16:54:30.59Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1319;sie052-abcgruposubgrupo-php-cd;\Legacy;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1319;2024-06-26T19:01:50.033Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1320;ws-subbodegashuellas-13503-java11-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1320;2024-06-26T20:06:44.52Z;3;Desarrollo/Tester/Texcoco;;;;;;;;;;;;;;;;;;;
1321;iwms-imprimeetiquetasenvioclick-springboot-java17-GKE-WMSL-WMS-CD;\TMS\Legacy;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1321;2024-06-26T20:45:00.48Z;4;Develop/QA/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
1322;tms-proc-configuracionagendado-springboot-java17-GKE-CD;\GCP\Proyecto CMANAGER\Equipo Ultima Milla;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1322;2024-06-26T21:50:27.587Z;5;Develop/QA/Production/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
1323;tms-proc-geolocalizacion-ruteo-springboot-java17-GKE-CD;\GCP\Proyecto CMANAGER\Equipo Ultima Milla;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1323;2024-06-26T23:06:05.567Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
1325;di-inventoryupdatetolegacy-icr-springboot-java17-GKE-VDI-WMS-CD;\GCP\Proyecto WMS\Equipo Visibilidad del Inventario;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1325;2024-06-27T01:11:21.77Z;4;Develop/QA/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
1326;wms-sys-guiastiendavirtual-springboot-java17-GKE-MM-WMS-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1326;2024-06-27T15:50:37.647Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
1328;legacy-wms-wsreapartadocedisreg-Springboot-Java17-SPRINGBOOT-17083-RH8-CD;\Legacy\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1328;2024-06-27T19:47:57.783Z;35;Desarrollo/QA/Control Produccion/01- Culiacan/26 - Texcoco/02- Leon/03 -Laguna/04 - Mexicali/05 - Nogales/06 - Monterrey/07 - Guadalajara/08 - Azcapotzalco/09 - Nvo_Laredo/10 - CD_Juarez/11 - Hermosillo/12 - Puebla/13 - Villa_Hermosa/14 - La_Paz/15 - Iztapalapa/16 - Izcalli/17 - Cancun/18 - Ixtapaluca/19 - Los_Mochis/20 - Tecamac/21 - Veracruz/22 - Merida/23 - Tlaquepaque/24 - Toluca/25 - Guadalupe/27 - Tecamac2/28 - Tijuana/29 - Aguascalientes/30 - Chihuahua/31 - IMPTecamac/CEDIS Lab;;;;;;;;;;;;;;;;;;;
1330;wms-sys-disponibletxccm-springboot-java17-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1330;2024-06-28T06:49:52.31Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
1333;proxy-com-reservation-springboot-java17-GKE-VDI-OMS-CD;\GCP\Proyecto OMS\Equipo Visibilidad del Inventario;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1333;2024-06-29T00:00:10.74Z;4;Develop/QA/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
1335;legacy-oms-notificacionesproactivas-php8-GKE-TyN-WMS-Secrets-CJobs-CD;\GCP\Proyecto WMS\Equipo Tracking y Notificaciones;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1335;2024-06-30T07:03:05.593Z;29;Develop cronjob1/QA/Prod cronjob1 enviarcorreoCEC/Develop cronjob2/Prod cronjob2 enviarcorreoTPVEC/Prod cronjob3 enviarcorreoCEP/Prod cronjob4 enviarcorreoIE/Prod cronjob5 enviarcorreoCFE/Prod cronjob6 enviarCorreoMKP/Control Produccion/Prod cronjob7 enviarcorreoRSG/Prod cronjob8 enviarCorreoRecordatorioMUD/Prod cronjob9 enviarCorreoEntregaAnticipadaM/Prod cronjob10 enviarCorreoRecordatorioM/Prod cronjob11 enviarcorreoCD/Prod cronjob12 TPVEC_B01_B10/Prod cronjob13 TPVEC_B11_B20/Prod cronjob14 TPVEC_B21_B30/Prod cronjob15 TPVEC_B31_B34/Prod cronjob16 enviarCorreoClienteSGRefaccion/Prod cronjob17 enviarcorreoTPVEC2/Prod cronjob18 demoranosurtidoropa /Prod cronjob19 enviarcorreotpelpr /Prod cronjob20 recordatoriotpelpr /Prod cronjob21 ventafuturo /Prod cronjob22 documentopendmoto/Prod cronjob23 demoramkp/QA2/SCM Inspection;;;;;;;;;;;;;;;;;;;
1336;di-proc-agentereplica-springboot-java17-GKE-WMS-CD;\GCP\Proyecto CSC\Equipo CSC;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1336;2024-06-30T20:28:21.63Z;5;Develop/QA/Production/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
1337;wms-sys-utileriacentralizador-springboot-java17-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1337;2024-07-01T15:50:26.027Z;5;Develop/QA/Production/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
1341;legacy-tms-core-monitorsorter-frontend-php-13075-cd;\TMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1341;2024-07-02T01:34:18.91Z;3;Desarrollo/QA/Production;;;;;;;;;;;;;;;;;;;
1343;legacy-tms-consultaempleados-Springboot-Java17-SPRINGBOOT-17094-RH8-CD;\TMS\Legacy;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1343;2024-07-02T17:27:05.23Z;4;Desarrollo/QA/Control Produccion/SCM Inspection;;;;;;;;;;;;;;;;;;;
1347;di-convert-itemtomanhattan-springboot-java17-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1347;2024-07-02T23:08:15.69Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
1348;old_legacy-tms-entregasropadistribucion-php8-17003-CD;\TMS\Legacy;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1348;2024-07-03T00:36:32.207Z;35;Desarrollo/QA/Control Produccion/01- Culiacan/26 - Texcoco/02- Leon/03 -Laguna/04 - Mexicali/05 - Nogales/06 - Monterrey/07 - Guadalajara/08 - Azcapotzalco/09 - Nvo_Laredo/10 - CD_Juarez/11 - Hermosillo/12 - Puebla/13 - Villa_Hermosa/14 - La_Paz/15 - Iztapalapa/16 - Izcalli/17 - Cancun/18 - Ixtapaluca/19 - Los_Mochis/20 - Tecamac/21 - Veracruz/22 - Merida/23 - Tlaquepaque/24 - Toluca/25 - Guadalupe/27 - Tecamac2/28 - Tijuana/29 - Aguascalientes/30 - Chihuahua/31 - IMPTecamac/SCM Inspection;;;;;;;;;;;;;;;;;;;
1349;CronJob-legacy-oms-notificacionesproactivas-GKE-WMS-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1349;2024-07-03T01:34:26.6Z;2;Develop/Prod;;;;;;;;;;;;;;;;;;;
1350;pda009-capturadepresurtido-php8-Regional-11009-CD;\Cedis Ropa\Servicios PDA;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1350;2024-07-03T19:48:32.5Z;34;QA/Control Produccion/01- Culiacan/26 - Texcoco/02- Leon/03 -Laguna/04 - Mexicali/05 - Nogales/06 - Monterrey/07 - Guadalajara/08 - Azcapotzalco/09 - Nvo_Laredo/10 - CD_Juarez/11 - Hermosillo/12 - Puebla/13 - Villa_Hermosa/14 - La_Paz/15 - Iztapalapa/16 - Izcalli/17 - Cancun/18 - Ixtapaluca/19 - Los_Mochis/20 - Tecamac/21 - Veracruz/22 - Merida/23 - Tlaquepaque/24 - Toluca/25 - Guadalupe/28 - Tijuana/29 - Aguascalientes/30 - Chihuahua/Develop/CEDIS-LAB/SCM Inspection;;;;;;;;;;;;;;;;;;;
1351;wsconsultarpedimentos-php8-CD;\Cedis Muebles\Servicios Centrales;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1351;2024-07-04T16:14:19.433Z;4;Desarrollo/Production/QA/SCM Inspection;;;;;;;;;;;;;;;;;;;
1352;wms-front-statusinventory-angular15-GKE-SdM-WMS-CD-GCP;\GCP\Proyecto WMS\Equipo WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1352;2024-07-04T16:26:40.61Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
1354;web015-generarbalanceocargatrabajo-php8-13015-CD-old;\WMS\Legacy;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1354;2024-07-04T20:42:09.977Z;3;Desarrollo/QA/Production;;;;;;;;;;;;;;;;;;;
1355;wms-proc-asn-clothingdata-springboot-java17-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1355;2024-07-04T22:32:38.977Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
1356;ct020-consultadepolizas-K8-php8-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1356;2024-07-04T23:26:30.207Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1357;ct019-polizas-K8s-rancher-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1357;2024-07-04T23:33:38.17Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1358;web060-prioridadtiendas-K8s-rancher-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1358;2024-07-04T23:36:09.943Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1359;web086-configuracionproductivasorter-K8s-rancher-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1359;2024-07-04T23:40:50.277Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1360;ws-consultarfechapromesa-K8s-rancher-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1360;2024-07-04T23:57:41.143Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1361;ws-servicioparasubbodega-K8s-rancher-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1361;2024-07-05T00:01:27.727Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1362;ws-servicioparasubbodegas-K8s-rancher-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1362;2024-07-05T00:05:46.463Z;4;Develop/QA/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
1363;wstms008equiporenta-K8s-rancher-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1363;2024-07-05T00:08:10.217Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1364;ct001-serviciosgenerales-K8s-rancher-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1364;2024-07-05T00:36:35.527Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1365;ct018-ubicaciondearticulos-K8s-rancher-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1365;2024-07-05T00:39:16.557Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1366;ct003-cancelacionarticulosrecuperadosuias-K8s-rancher-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1366;2024-07-05T00:41:49.58Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1370;pda007-reimpresionfoliostransito-K8s-rancher-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1370;2024-07-05T00:54:54.26Z;4;Develop/QA/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
1371;old_web018-consultamercanciaentrante-K8s-rancher-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1371;2024-07-05T00:57:21.597Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
1375;Cloud Run-legacy-tms-front-carriermanager-react18-CD;\SRE-test\cloudrun;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1375;2024-07-08T22:06:24.917Z;1;Develop;;;;;;;;;;;;;;;;;;;
1376;legacy-tms-consultaempleados-Springboot-Java17-SPRINGBOOT-17094-RH8-CD-BETA;\Legacy\TMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1376;2024-07-09T00:25:45.123Z;4;Desarrollo/Tester/Produccion/SCM Inspection;;;;;;;;;;;;;;;;;;;
1378;read-library-file-pipeline - Copy;\SRE-test;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1378;2024-07-10T02:16:28.943Z;1;Stage 1;;;;;;;;;;;;;;;;;;;
1379;OLD-pdm-sys-iteminformation-Springboot-Java17-SPRINGBOOT-17032-RH8-CD;\PDM;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1379;2024-07-10T19:27:23.38Z;37;Desarrollo/QA/Control Produccion/01- Culiacan/26 - Texcoco/02- Leon/03 -Laguna/04 - Mexicali/05 - Nogales/06 - Monterrey/07 - Guadalajara/08 - Azcapotzalco/09 - Nvo_Laredo/10 - CD_Juarez/11 - Hermosillo/12 - Puebla/13 - Villa_Hermosa/14 - La_Paz/15 - Iztapalapa/16 - Izcalli/17 - Cancun/18 - Ixtapaluca/19 - Los_Mochis/20 - Tecamac/21 - Veracruz/22 - Merida/23 - Tlaquepaque/24 - Toluca/25 - Guadalupe/27 - Tecamac2/28 - Tijuana/29 - Aguascalientes/30 - Chihuahua/31 - IMPTecamac/32-San Luis/CEDIS Lab/SCM Inspection;;;;;;;;;;;;;;;;;;;
1380;proc-outboundprintconfirmationitemactivation-Springboot-Java17-SPRINGBOOT-17033-RH8-CD;\PDM;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1380;2024-07-10T20:57:03.67Z;37;develop/QA/Control Produccion/01- Culiacan/26 - Texcoco/02- Leon/03 -Laguna/04 - Mexicali/05 - Nogales/06 - Monterrey/07 - Guadalajara/08 - Azcapotzalco/09 - Nvo_Laredo/10 - CD_Juarez/11 - Hermosillo/12 - Puebla/13 - Villa_Hermosa/14 - La_Paz/15 - Iztapalapa/16 - Izcalli/17 - Cancun/18 - Ixtapaluca/19 - Los_Mochis/20 - Tecamac/21 - Veracruz/22 - Merida/23 - Tlaquepaque/24 - Toluca/25 - Guadalupe/27 - Tecamac2/28 - Tijuana/29 - Aguascalientes/30 - Chihuahua/31 - IMPTecamac/32 - San Luis/CEDIS Lab/SCM Inspection;;;;;;;;;;;;;;;;;;;
1381;Cloud Run-tms-front-middlemile-Angular14-CD;\SRE-test\cloudrun;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1381;2024-07-10T21:51:09.42Z;2;Develop/SCM Inspection;;;;;;;;;;;;;;;;;;;
1382;wms-apiux-bitacorasalidas-springboot-java17-GKE-MM-WMS-CD;\GCP\Proyecto WMS\Media Milla;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1382;2024-07-11T19:52:20.377Z;5;Develop/QA/Production/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
1383;wms-sys-manifest-springboot-java17-GKE-MM-WMS-CD;\GCP\Proyecto WMS\Media Milla;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1383;2024-07-11T20:00:58.133Z;5;Develop/QA/Production/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
1384;pda006-confirmacionfoliostransito-php8-CD;\Cedis Ropa\Servicios PDA;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/1384;2024-07-12T16:48:50.05Z;36;Control Produccion/01- Culiacan/26 - Texcoco/02- Leon/03 -Laguna/04 - Mexicali/05 - Nogales/06 - Monterrey/07 - Guadalajara/08 - Azcapotzalco/09 - Nvo_Laredo/10 - CD_Juarez/11 - Hermosillo/12 - Puebla/13 - Villa_Hermosa/14 - La_Paz/15 - Iztapalapa/16 - Izcalli/17 - Cancun/18 - Ixtapaluca/19 - Los_Mochis/20 - Tecamac/21 - Veracruz/22 - Merida/23 - Tlaquepaque/24 - Toluca/25 - Guadalupe/27 - Tecamac2/28 - Tijuana/29 - Aguascalientes/30 - Chihuahua/31 - IMPTecamac/Develop/QA/CEDIS Lab/SCM Inspection;;;;;;;;;;;;;;;;;;;
