id;name;path;url;createdOn;environmentsCount;environments;;;;;;;;;;;;;;;;;;;
2007;cj-wms-cleanup-springboot-java21-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo AMX;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2007;2025-05-31T03:53:30.247Z;5;Develop/QA/Production/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2009;di-wms-customerdatacomplementation-springboot-java21-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo AMX;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2009;2025-05-31T04:01:53.623Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2010;di-wms-customerdatavalidation-springboot-java21-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo AMX;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2010;2025-05-31T04:05:28.953Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2011;di-wms-customerdatafinalization-springboot-java21-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo AMX;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2011;2025-05-31T04:08:53.433Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2012;di-wms-storedatacomplementation-springboot-java21-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo AMX;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2012;2025-05-31T04:12:16.08Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2015;di-scm-wm-RedirectShipConfirm-springboot-java21-GCP-CD;\GCP\Proyecto WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2015;2025-06-02T20:22:46.407Z;6;Develop/QA/Staging/Production/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2016;OLD-di-scm-wm-cancelpickingguideapparel-springboot-java21-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo Planificacion Personal;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2016;2025-06-02T23:12:51.953Z;4;QA/Production/Staging/Develop;;;;;;;;;;;;;;;;;;;
2017;di-scm-wm-processshortageadjustmentapparel-springboot-java21-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo Planificacion Personal;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2017;2025-06-02T23:30:02.68Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2018;di-scm-wm-processoverageadjustmentapparel-springboot-java21-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo Planificacion Personal;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2018;2025-06-02T23:45:14.683Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2019;di-scm-wm-cancelpickingguidefurniture-springboot-java21-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo Planificacion Personal;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2019;2025-06-03T00:07:20.7Z;5;Develop/QA/Production/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2021;di-scm-wm-syncinventoryapparel-Springboot-Java21-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo Planificacion Personal;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2021;2025-06-03T16:35:42.777Z;5;Develop/QA/Production/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2022;di-scm-wm-processcyclecountapparel-Springboot-Java21-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo Planificacion Personal;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2022;2025-06-03T16:51:05.357Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2023;Cloud Run-front-wm-locationmanagement-angular18-CD;\GCP\Proyecto WMS\Equipo Almacenamiento y Reabastecimiento;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2023;2025-06-03T17:34:14.667Z;5;Producción/Develop/QA /Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2024;web005-adminconfiguracionlocalidades-php8-solutioning-13005-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2024;2025-06-03T21:07:27.48Z;4;Develop/QA/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
2027;Dataflow-di-pdm-sys-itemtocanonical-hardlines-df-v2;\SRE-test\dataflow;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2027;2025-06-04T03:53:27.113Z;1;Develop;;;;;;;;;;;;;;;;;;;
2028;web024-reporteatrasocedis-php8-13024-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2028;2025-06-04T17:27:37.207Z;4;Develop/QA/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
2029;legacy_web051_consultacodigosmaster-13051-PHP-8.2-CD-deprecado;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2029;2025-06-05T21:02:33.337Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
2030;ps-om-com-alertsemails-springboot-java21-OMS-GCP-CD;\GCP\Proyecto OMS\Equipo OMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2030;2025-06-05T23:04:04.9Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2031;di-com-alertsemails-springboot-java21-OMS-GCP-CD;\GCP\Proyecto OMS\Equipo OMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2031;2025-06-05T23:23:15.95Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2032;di-com-emailsnotification-springboot-java21-OMS-GCP-CD;\GCP\Proyecto OMS\Equipo OMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2032;2025-06-06T01:12:53.73Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2033;ps-om-com-notificationemails-springboot-java-21-OMS-GCP-CD;\GCP\Proyecto OMS\Equipo OMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2033;2025-06-06T15:55:23.583Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2034;wms-front-wasteacknowledgment-angular17-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo Salida de Mercancía;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2034;2025-06-06T17:33:12.843Z;4;Develop/QA/Production/Staging;;;;;;;;;;;;;;;;;;;
2035;devSecOps-test;\devsecops;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2035;2025-06-06T17:57:49.64Z;1;Develop;;;;;;;;;;;;;;;;;;;
2036;web062-reporteatrasoactguias-php8-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2036;2025-06-06T20:11:03.807Z;4;Desarrollo/QA/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
2037;pda016-cancelarenvios-php8-cd;\Legacy;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2037;2025-06-06T21:46:34.633Z;36;Develop/QA/Control Produccion/01-Culiacan/02-Leon/03-Laguna/04-Mexicali/05-Nogales/06-Monterrey/07-Guadalajara/08 - Azcapotzalco/09 - Nvo_Laredo/10 - CD_Juarez/11 - Hermosillo/12 - Puebla/13 - Villa_Hermosa/14 - La_Paz/15 - Iztapalapa/16 - Izcalli/17 - Cancun/18 - Ixtapaluca/19 - Los_Mochis/20 - Tecamac/21 - Veracruz/22 - Merida/23 - Tlaquepaque/24 - Toluca/25 - Guadalupe/26 - Texcoco/27 - Tecamac2/28 - Tijuana/29 - Aguascalientes/30 - Chihuahua/31 - IMPTecamac/CEDIS Lab/SCM Inspection;;;;;;;;;;;;;;;;;;;
2038;TMS-GCP-Airflow-CSC-composer;\GCP\Proyecto CSC;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2038;2025-06-06T23:28:34.61Z;2;develop/SCM Inspection;;;;;;;;;;;;;;;;;;;
2039;old_web032-adminempleadoscedis-php8-cd;\Legacy;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2039;2025-06-10T16:28:08.65Z;34;Develop/QA/Control Produccion/01-Culiacan/02-Leon/03-Laguna/04-Mexicali/05-Nogales/06-Monterrey/07-Guadalajara/08 - Azcapotzalco/09 - Nvo_Laredo/10 - CD_Juarez/11 - Hermosillo/12 - Puebla/13 - Villa_Hermosa/14 - La_Paz/15 - Iztapalapa/16 - Izcalli/17 - Cancun/18 - Ixtapaluca/19 - Los_Mochis/20 - Tecamac/21 - Veracruz/22 - Merida/23 - Tlaquepaque/24 - Toluca/25 - Guadalupe/26 - Texcoco/27 - Tecamac2/28 - Tijuana/29 - Aguascalientes/30 - Chihuahua/31 - IMPTecamac;;;;;;;;;;;;;;;;;;;
2040;web049-configdiasatrasos-php8-13049-centralizado-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2040;2025-06-10T18:05:09.42Z;4;Develop/QA/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
2041;web058-marcartienda-php8-cd;\Legacy;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2041;2025-06-10T21:04:22.197Z;4;Desarrollo/QA/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
2042;web034-abcadministradores-php8-13034-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2042;2025-06-10T22:31:26.66Z;4;Desarrollo/QA/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
2043;di-wms-cfdi-springboot-java21-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo AMX;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2043;2025-06-11T18:39:05.307Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2044;bs-wms-oulog-cs-location-springboot-java21-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2044;2025-06-11T21:09:34.193Z;6;Develop/QA/Staging/Production/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2045;backup_02_legacy-tms-obasignacionderutasyzonas-angular-17019-cd - Copy;\TMS\Legacy;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2045;2025-06-13T21:31:35.13Z;3;Desarrollo/QA/Production;;;;;;;;;;;;;;;;;;;
2046;Dataflow-di-pdm-sys-itemtocanonical-hardlines-df - Copy;\devsecops;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2046;2025-06-14T00:03:40.487Z;1;Develop;;;;;;;;;;;;;;;;;;;
2047;di-scm-wms-messageaudit-springboot-java21-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo Recepción de Mercancía;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2047;2025-06-16T16:52:02.677Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2048;web036-validarsellos-php8-centralizado-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2048;2025-06-16T20:23:29.88Z;4;Develop/QA/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
2049;web015-generarbalanceocargatrabajo-php8-13015-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2049;2025-06-17T15:52:43.593Z;4;Develop/QA/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
2050;Cloud Run-front-wm-ol-transportationloading-angular17-CD;\GCP\Proyecto WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2050;2025-06-17T18:52:10.757Z;5;Producción/Develop/QA/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2051;ps-tm-authorization-springboot-java21-GCP-CD;\GCP\Proyecto CMANAGER\Equipo Media Milla;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2051;2025-06-17T23:26:40.633Z;6;Develop/QA/Production/Validador/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2052;Tool-Pre-check-verification-oms-GKE-CD;\UtilitiesBox\ToolsBox;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2052;2025-06-18T04:26:05.17Z;1;Pre-PROD;;;;;;;;;;;;;;;;;;;
2053;Cloud Run-front-tms-applicationhub-angular18-CD;\GCP\Proyecto CMANAGER\Equipo Media Milla;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2053;2025-06-18T16:31:18.67Z;4;Develop/QA/Producción/SCM Inspection;;;;;;;;;;;;;;;;;;;
2054;Cloud Run-front-wm-merchandiseallocation-AyR-angular18-CD;\GCP\Proyecto WMS\Equipo Almacenamiento y Reabastecimiento;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2054;2025-06-18T18:13:18.403Z;5;Producción/Develop/QA/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2055;ps-wm-oulog-documents-springboot-java21-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2055;2025-06-18T18:22:37.83Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2056;web037-actualizargerentebodega-php8-13037-centralizado-CD;\Legacy;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2056;2025-06-19T16:38:48.33Z;4;Develop/QA/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
2057;bs-tm-lmd-asn-springboot-java-21-GKE-CMANAGER-CD;\GCP\Proyecto CMANAGER\Equipo Ultima Milla;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2057;2025-06-19T18:14:27.44Z;6;Develop/QA/Staging/Production/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2059;di-scm-wm-receivereturninroutemrb-springboot-java21-GKE-RdM-WMS-CD;\GCP\Proyecto WMS\Equipo Recepción de Mercancía;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2059;2025-06-19T21:55:45.533Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2060;legacy-wms-web092reporteinventariolocalidades-php8-centralizado-CD;\WMS\Salida de Mercancias;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2060;2025-06-19T22:28:46.07Z;4;Develop/QA/Produccion/SCM Inspection;;;;;;;;;;;;;;;;;;;
2062;wms-front-outboundbindseriesorder-Angular-17027-regional-CD;\WMS\Core;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2062;2025-06-20T17:38:27.837Z;33;Develop/QA/Production/01-Culiacan/02-Leon/03-Hermosillo/04-Laguna/06-Monterrey/07-Guadalajara/08-Azcapotzalco/09-Puebla/10-Villa Hermosa/11-Iztapalapa/13-Mexicali/14-Izcalli/15-Ixtapaluca/16-Tecamac/17-Merida/18-Mochis/19-Veracruz/20-Tlaquepaque/22-Toluca/23-Guadalupe/81-La_Paz/82-Nogales/84-Cancun/85-Nvo_Laredo/86-Cd_Juarez/Cedis Texcoco/CEDIS Lab/31-Chihuahua/33-San Luis/SCM Inspection;;;;;;;;;;;;;;;;;;;
2063;ds-wm-ol-transportationloading-springboot-java21-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2063;2025-06-20T19:52:22.96Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2067;di-scm-wm-receiveinternalentrylogsg-springboot-java21-GKE-RdM-WMS-CD;\GCP\Proyecto WMS\Equipo Recepción de Mercancía;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2067;2025-06-23T17:46:14.203Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2070;di-com-deliverydatesoftlines-springboot-java21-OMS-GKE-CD;\GCP\Proyecto OMS\Equipo OMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2070;2025-06-24T01:00:06.387Z;6;Develop/QA/Production/Stage/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2072;wms-sys-bodegamuebles-springboot-java17-test-cd;\Release templates\Pruebas automatizadas;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2072;2025-06-24T23:39:23.227Z;7;Automated test Dev/Develop/QA/Automated test QA/Staging/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
2073;Dataflow-proc-convert-inventorytocanonical-ropa-df;\SRE-test\dataflow;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2073;2025-06-24T23:42:15.687Z;2;Develop/SCM Inspection;;;;;;;;;;;;;;;;;;;
2074;web010-consultaeficienciasurtidor-php8-13010-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2074;2025-06-25T18:36:27.947Z;4;Develop/QA/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
2078;bs-wms-oulog-cs-classificationmanagement-springboot-java21-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2078;2025-06-26T23:58:23.42Z;6;Develop/QA/Staging/Production/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2080;TMS-GCP-inventoryWasteSync-CSC-composer;\GCP\Proyecto CSC;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2080;2025-06-28T02:09:56.67Z;1;develop;;;;;;;;;;;;;;;;;;;
2084;bs-wms-oulog-cs-consolidationmanagement-Java21-Springboot-GCP-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2084;2025-07-01T19:16:39.087Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2085;web006-codigospendientesacomodo-php8-13006-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2085;2025-07-01T20:53:22.91Z;4;Develop/QA/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
2086;legacy-tms-entregasropadistribucion-php8-17003-CD;\Legacy;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2086;2025-07-02T16:19:55.803Z;36;Develop/QA/Control Produccion/01-Culiacan/02-Leon/03-Laguna/04-Mexicali/05-Nogales/06-Monterrey/07-Guadalajara/08 - Azcapotzalco/09 - Nvo_Laredo/10 - CD_Juarez/11 - Hermosillo/12 - Puebla/13 - Villa_Hermosa/14 - La_Paz/15 - Iztapalapa/16 - Izcalli/17 - Cancun/18 - Ixtapaluca/19 - Los_Mochis/20 - Tecamac/21 - Veracruz/22 - Merida/23 - Tlaquepaque/24 - Toluca/25 - Guadalupe/26 - Texcoco/27 - Tecamac2/28 - Tijuana/29 - Aguascalientes/30 - Chihuahua/31 - IMPTecamac/CedisLab/SCM Inspection;;;;;;;;;;;;;;;;;;;
2087;bs-wm-ol-transportationloading-springboot-java17-GKE-WMS-CD-;\GCP\Proyecto WMS\Equipo WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2087;2025-07-03T20:22:04.78Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2088;di-scm-wm-orderupdates-texcoco-Springboot-Java21-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo Planificacion Personal;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2088;2025-07-04T01:04:35.153Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2090;web092-reporteinventariolocalidades-php8-centralizado-CD;\WMS\Salida de Mercancias;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2090;2025-07-04T17:25:55.66Z;4;Develop/QA/Produccion/SCM Inspection;;;;;;;;;;;;;;;;;;;
2091;web008-cedis-php8-13008-CD;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2091;2025-07-07T15:55:57.837Z;4;Develop/QA/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
2092;ps-om-com-customerorder-springboot-java21-OMS-GCP-CD;\GCP\Proyecto OMS\Equipo OMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2092;2025-07-07T17:22:00.803Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2093;iwms-surtidoaclientemuebles-springboot-java-17-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2093;2025-07-07T18:34:43.993Z;4;Develop/QA/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2094;iwms-surtidotraspasosmuebles-springboot-java-17-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2094;2025-07-07T18:43:10.37Z;4;Develop/QA/Production/Staging;;;;;;;;;;;;;;;;;;;
2095;legacy-iwms-generacionpolizas-springboot-java-17-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2095;2025-07-07T18:47:14.227Z;5;Develop/QA/Staging/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
2096;SCM-Softtek-k8s-age-report;\UtilitiesBox\ToolsBox;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2096;2025-07-08T16:32:36.687Z;1;Desarrollo;;;;;;;;;;;;;;;;;;;
2099;di-com-reservation-springboot-java21-OMS-GCP-CD;\GCP\Proyecto OMS\Equipo OMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2099;2025-07-09T18:23:03.723Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2100;web064-reportecobrosinventariosropa-php8-centralizado-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2100;2025-07-10T16:22:16.083Z;4;Develop/QA/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
2101;bs-tm-routetypesexception-springboot-java17-GKE-TMSL-CMANAGER-CD;\GCP\Proyecto CMANAGER\Equipo TMSLegacy;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2101;2025-07-10T21:06:19.973Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2103;web046-capturaunidadesdcf-php8-K8s-rancher-CD;\Legacy;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2103;2025-07-11T00:48:40.747Z;4;Develop/QA/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
2104;bs-wms-oulog-cs-packingmanagement-springboot-java21-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2104;2025-07-11T18:27:04.263Z;6;Develop/QA/Staging/Production/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2105;apkmenucedisropa-cd;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2105;2025-07-11T19:00:41.87Z;2;Sign APK/SCM Inspection;;;;;;;;;;;;;;;;;;;
